#,,,,,,,,,,,,,,,,,,,,,,"generated_by='OpenQuake engine 3.21.0', start_date='2025-07-24T11:00:29', checksum=780008276, kind='rlz-034', investigation_time=50.0, imt='SA(3.53)'"
lon,lat,depth,poe-0.0100000,poe-0.0133723,poe-0.0178819,poe-0.0239123,poe-0.0319764,poe-0.0427599,poe-0.0571800,poe-0.0764630,poe-0.1022490,poe-0.1367308,poe-0.1828410,poe-0.2445012,poe-0.3269553,poe-0.4372157,poe-0.5846597,poe-0.7818268,poe-1.0454852,poe-1.3980583,poe-1.8695309,poe-2.5000000
-78.48510,-0.17530,0.00000,9.989048E-01,9.929224E-01,9.703655E-01,9.133359E-01,8.104924E-01,6.702017E-01,5.165564E-01,3.729980E-01,2.523337E-01,1.583845E-01,9.073023E-02,4.661872E-02,2.118344E-02,8.426645E-03,2.913469E-03,8.707513E-04,2.239636E-04,4.939138E-05,9.310106E-06,1.495929E-06
